ID,evento,lugar,value,ID_order,fecha,Fecha,WeekDay
1,Atenciones de UrgenciaÚltimas24 hrs.,RM,0,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,13,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Pacientes Hospitalizados (actuales),RM,22,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Pacientes Hospitalizados (actuales),Regiones,24,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Riesgovital,RM,1,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Riesgovital,Regiones,0,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Fallecidos (acumulado),RM,3,52,Miércoles 18 de diciembre de 2019,NA,NA
1,Fallecidos (acumulado),Regiones,3,52,Miércoles 18 de diciembre de 2019,NA,NA
2,Atenciones de UrgenciaÚltimas24 hrs.,RM,4,51,Martes 17 de diciembre de 2019,NA,NA
2,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,16,51,Martes 17 de diciembre de 2019,NA,NA
2,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,51,Martes 17 de diciembre de 2019,NA,NA
2,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,1,51,Martes 17 de diciembre de 2019,NA,NA
2,Pacientes Hospitalizados (actuales),RM,22,51,Martes 17 de diciembre de 2019,NA,NA
2,Pacientes Hospitalizados (actuales),Regiones,23,51,Martes 17 de diciembre de 2019,NA,NA
2,Riesgovital,RM,1,51,Martes 17 de diciembre de 2019,NA,NA
2,Riesgovital,Regiones,0,51,Martes 17 de diciembre de 2019,NA,NA
2,Fallecidos (acumulado),RM,3,51,Martes 17 de diciembre de 2019,NA,NA
2,Fallecidos (acumulado),Regiones,3,51,Martes 17 de diciembre de 2019,NA,NA
3,Atenciones de UrgenciaÚltimas24 hrs.,RM,1,50,Lunes 16 de diciembre de 2019,NA,NA
3,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,0,50,Lunes 16 de diciembre de 2019,NA,NA
3,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,50,Lunes 16 de diciembre de 2019,NA,NA
3,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,50,Lunes 16 de diciembre de 2019,NA,NA
3,Pacientes Hospitalizados (actuales),RM,22,50,Lunes 16 de diciembre de 2019,NA,NA
3,Pacientes Hospitalizados (actuales),Regiones,23,50,Lunes 16 de diciembre de 2019,NA,NA
3,Riesgovital,RM,1,50,Lunes 16 de diciembre de 2019,NA,NA
3,Riesgovital,Regiones,0,50,Lunes 16 de diciembre de 2019,NA,NA
3,Fallecidos (acumulado),RM,3,50,Lunes 16 de diciembre de 2019,NA,NA
3,Fallecidos (acumulado),Regiones,3,50,Lunes 16 de diciembre de 2019,NA,NA
4,Atenciones de UrgenciaÚltimas24 hrs.,RM,9,49,Domingo 15 de diciembre de 2019,NA,NA
4,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,5,49,Domingo 15 de diciembre de 2019,NA,NA
4,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,49,Domingo 15 de diciembre de 2019,NA,NA
4,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,49,Domingo 15 de diciembre de 2019,NA,NA
4,Pacientes Hospitalizados (actuales),RM,22,49,Domingo 15 de diciembre de 2019,NA,NA
4,Pacientes Hospitalizados (actuales),Regiones,23,49,Domingo 15 de diciembre de 2019,NA,NA
4,Riesgovital,RM,1,49,Domingo 15 de diciembre de 2019,NA,NA
4,Riesgovital,Regiones,0,49,Domingo 15 de diciembre de 2019,NA,NA
4,Fallecidos (acumulado),RM,3,49,Domingo 15 de diciembre de 2019,NA,NA
4,Fallecidos (acumulado),Regiones,3,49,Domingo 15 de diciembre de 2019,NA,NA
5,Atenciones de UrgenciaÚltimas24 hrs.,RM,45,48,Sábado 14 de diciembre de 2019,NA,NA
5,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,23,48,Sábado 14 de diciembre de 2019,NA,NA
5,Pacientes HospitalizadosÚltimas24 hrs.,RM,3,48,Sábado 14 de diciembre de 2019,NA,NA
5,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,1,48,Sábado 14 de diciembre de 2019,NA,NA
5,Pacientes Hospitalizados (actuales),RM,22,48,Sábado 14 de diciembre de 2019,NA,NA
5,Pacientes Hospitalizados (actuales),Regiones,23,48,Sábado 14 de diciembre de 2019,NA,NA
5,Riesgovital,RM,1,48,Sábado 14 de diciembre de 2019,NA,NA
5,Riesgovital,Regiones,0,48,Sábado 14 de diciembre de 2019,NA,NA
5,Fallecidos (acumulado),RM,3,48,Sábado 14 de diciembre de 2019,NA,NA
5,Fallecidos (acumulado),Regiones,3,48,Sábado 14 de diciembre de 2019,NA,NA
6,Atenciones de UrgenciaÚltimas24 hrs.,RM,9,47,Viernes 13 de diciembre de 2019,NA,NA
6,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,13,47,Viernes 13 de diciembre de 2019,NA,NA
6,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,47,Viernes 13 de diciembre de 2019,NA,NA
6,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,47,Viernes 13 de diciembre de 2019,NA,NA
6,Pacientes Hospitalizados (actuales),RM,22,47,Viernes 13 de diciembre de 2019,NA,NA
6,Pacientes Hospitalizados (actuales),Regiones,27,47,Viernes 13 de diciembre de 2019,NA,NA
6,Riesgovital,RM,1,47,Viernes 13 de diciembre de 2019,NA,NA
6,Riesgovital,Regiones,0,47,Viernes 13 de diciembre de 2019,NA,NA
6,Fallecidos (acumulado),RM,3,47,Viernes 13 de diciembre de 2019,NA,NA
6,Fallecidos (acumulado),Regiones,3,47,Viernes 13 de diciembre de 2019,NA,NA
7,Atenciones de UrgenciaÚltimas24 hrs.,RM,10,46,Jueves 12 de diciembre de 2019,NA,NA
7,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,4,46,Jueves 12 de diciembre de 2019,NA,NA
7,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,46,Jueves 12 de diciembre de 2019,NA,NA
7,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,46,Jueves 12 de diciembre de 2019,NA,NA
7,Pacientes Hospitalizados (actuales),RM,18,46,Jueves 12 de diciembre de 2019,NA,NA
7,Pacientes Hospitalizados (actuales),Regiones,29,46,Jueves 12 de diciembre de 2019,NA,NA
7,Riesgovital,RM,1,46,Jueves 12 de diciembre de 2019,NA,NA
7,Riesgovital,Regiones,0,46,Jueves 12 de diciembre de 2019,NA,NA
7,Fallecidos (acumulado),RM,3,46,Jueves 12 de diciembre de 2019,NA,NA
7,Fallecidos (acumulado),Regiones,3,46,Jueves 12 de diciembre de 2019,NA,NA
8,Atenciones de UrgenciaÚltimas24 hrs.,RM,5,45,Martes 10 de diciembre de 2019,NA,NA
8,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,24,45,Martes 10 de diciembre de 2019,NA,NA
8,Pacientes HospitalizadosÚltimas24 hrs.,RM,0,45,Martes 10 de diciembre de 2019,NA,NA
8,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,45,Martes 10 de diciembre de 2019,NA,NA
8,Pacientes Hospitalizados (actuales),RM,19,45,Martes 10 de diciembre de 2019,NA,NA
8,Pacientes Hospitalizados (actuales),Regiones,33,45,Martes 10 de diciembre de 2019,NA,NA
8,Riesgovital,RM,0,45,Martes 10 de diciembre de 2019,NA,NA
8,Riesgovital,Regiones,0,45,Martes 10 de diciembre de 2019,NA,NA
8,Fallecidos (acumulado),RM,3,45,Martes 10 de diciembre de 2019,NA,NA
8,Fallecidos (acumulado),Regiones,3,45,Martes 10 de diciembre de 2019,NA,NA
9,Atenciones de UrgenciaÚltimas24 hrs.,RM,1,44,Lunes 09 de diciembre de 2019,NA,NA
9,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,0,44,Lunes 09 de diciembre de 2019,NA,NA
9,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,44,Lunes 09 de diciembre de 2019,NA,NA
9,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,0,44,Lunes 09 de diciembre de 2019,NA,NA
9,Pacientes Hospitalizados (actuales),RM,19,44,Lunes 09 de diciembre de 2019,NA,NA
9,Pacientes Hospitalizados (actuales),Regiones,33,44,Lunes 09 de diciembre de 2019,NA,NA
9,Riesgovital,RM,0,44,Lunes 09 de diciembre de 2019,NA,NA
9,Riesgovital,Regiones,0,44,Lunes 09 de diciembre de 2019,NA,NA
9,Fallecidos (acumulado),RM,3,44,Lunes 09 de diciembre de 2019,NA,NA
9,Fallecidos (acumulado),Regiones,3,44,Lunes 09 de diciembre de 2019,NA,NA
10,Atenciones de UrgenciaÚltimas24 hrs.,RM,12,43,Domingo 08 de diciembre de 2019,NA,NA
10,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,3,43,Domingo 08 de diciembre de 2019,NA,NA
10,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,43,Domingo 08 de diciembre de 2019,NA,NA
10,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,43,Domingo 08 de diciembre de 2019,NA,NA
10,Pacientes Hospitalizados (actuales),RM,18,43,Domingo 08 de diciembre de 2019,NA,NA
10,Pacientes Hospitalizados (actuales),Regiones,38,43,Domingo 08 de diciembre de 2019,NA,NA
10,Riesgovital,RM,0,43,Domingo 08 de diciembre de 2019,NA,NA
10,Riesgovital,Regiones,0,43,Domingo 08 de diciembre de 2019,NA,NA
10,Fallecidos (acumulado),RM,3,43,Domingo 08 de diciembre de 2019,NA,NA
10,Fallecidos (acumulado),Regiones,3,43,Domingo 08 de diciembre de 2019,NA,NA
11,Atenciones de UrgenciaÚltimas24 hrs.,RM,39,42,Sábado 07 de diciembre de 2019,NA,NA
11,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,8,42,Sábado 07 de diciembre de 2019,NA,NA
11,Pacientes HospitalizadosÚltimas24 hrs.,RM,4,42,Sábado 07 de diciembre de 2019,NA,NA
11,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,3,42,Sábado 07 de diciembre de 2019,NA,NA
11,Pacientes Hospitalizados (actuales),RM,14,42,Sábado 07 de diciembre de 2019,NA,NA
11,Pacientes Hospitalizados (actuales),Regiones,38,42,Sábado 07 de diciembre de 2019,NA,NA
11,Riesgovital,RM,0,42,Sábado 07 de diciembre de 2019,NA,NA
11,Riesgovital,Regiones,0,42,Sábado 07 de diciembre de 2019,NA,NA
11,Fallecidos (acumulado),RM,3,42,Sábado 07 de diciembre de 2019,NA,NA
11,Fallecidos (acumulado),Regiones,3,42,Sábado 07 de diciembre de 2019,NA,NA
12,Atenciones de UrgenciaÚltimas24 hrs.,RM,5,41,Viernes 06 de diciembre de 2019,NA,NA
12,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,18,41,Viernes 06 de diciembre de 2019,NA,NA
12,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,41,Viernes 06 de diciembre de 2019,NA,NA
12,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,3,41,Viernes 06 de diciembre de 2019,NA,NA
12,Pacientes Hospitalizados (actuales),RM,15,41,Viernes 06 de diciembre de 2019,NA,NA
12,Pacientes Hospitalizados (actuales),Regiones,36,41,Viernes 06 de diciembre de 2019,NA,NA
12,Riesgovital,RM,0,41,Viernes 06 de diciembre de 2019,NA,NA
12,Riesgovital,Regiones,0,41,Viernes 06 de diciembre de 2019,NA,NA
12,Fallecidos (acumulado),RM,3,41,Viernes 06 de diciembre de 2019,NA,NA
12,Fallecidos (acumulado),Regiones,3,41,Viernes 06 de diciembre de 2019,NA,NA
13,Atenciones de UrgenciaÚltimas24 hrs.,RM,7,40,Jueves 05 de diciembre de 2019,NA,NA
13,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,9,40,Jueves 05 de diciembre de 2019,NA,NA
13,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,40,Jueves 05 de diciembre de 2019,NA,NA
13,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,1,40,Jueves 05 de diciembre de 2019,NA,NA
13,Pacientes Hospitalizados (actuales),RM,15,40,Jueves 05 de diciembre de 2019,NA,NA
13,Pacientes Hospitalizados (actuales),Regiones,36,40,Jueves 05 de diciembre de 2019,NA,NA
13,Riesgovital,RM,0,40,Jueves 05 de diciembre de 2019,NA,NA
13,Riesgovital,Regiones,0,40,Jueves 05 de diciembre de 2019,NA,NA
13,Fallecidos (acumulado),RM,3,40,Jueves 05 de diciembre de 2019,NA,NA
13,Fallecidos (acumulado),Regiones,3,40,Jueves 05 de diciembre de 2019,NA,NA
14,Atenciones de UrgenciaÚltimas24 hrs.,RM,7,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,16,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,1,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Pacientes Hospitalizados (actuales),RM,18,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Pacientes Hospitalizados (actuales),Regiones,37,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Riesgovital,RM,0,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Riesgovital,Regiones,0,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Fallecidos (acumulado),RM,3,39,Miércoles 04 de diciembre de 2019,NA,NA
14,Fallecidos (acumulado),Regiones,3,39,Miércoles 04 de diciembre de 2019,NA,NA
15,Atenciones de UrgenciaÚltimas24 hrs.,RM,13,38,Martes 03 de diciembre de 2019,NA,NA
15,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,41,38,Martes 03 de diciembre de 2019,NA,NA
15,Pacientes HospitalizadosÚltimas24 hrs.,RM,2,38,Martes 03 de diciembre de 2019,NA,NA
15,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,5,38,Martes 03 de diciembre de 2019,NA,NA
15,Pacientes Hospitalizados (actuales),RM,18,38,Martes 03 de diciembre de 2019,NA,NA
15,Pacientes Hospitalizados (actuales),Regiones,39,38,Martes 03 de diciembre de 2019,NA,NA
15,Riesgovital,RM,0,38,Martes 03 de diciembre de 2019,NA,NA
15,Riesgovital,Regiones,0,38,Martes 03 de diciembre de 2019,NA,NA
15,Fallecidos (acumulado),RM,3,38,Martes 03 de diciembre de 2019,NA,NA
15,Fallecidos (acumulado),Regiones,3,38,Martes 03 de diciembre de 2019,NA,NA
16,Atenciones de UrgenciaÚltimas24 hrs.,RM,14,37,Lunes 02 de diciembre de 2019,NA,NA
16,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,14,37,Lunes 02 de diciembre de 2019,NA,NA
16,Pacientes HospitalizadosÚltimas24 hrs.,RM,1,37,Lunes 02 de diciembre de 2019,NA,NA
16,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,4,37,Lunes 02 de diciembre de 2019,NA,NA
16,Pacientes Hospitalizados (actuales),RM,19,37,Lunes 02 de diciembre de 2019,NA,NA
16,Pacientes Hospitalizados (actuales),Regiones,38,37,Lunes 02 de diciembre de 2019,NA,NA
16,Riesgovital,RM,0,37,Lunes 02 de diciembre de 2019,NA,NA
16,Riesgovital,Regiones,0,37,Lunes 02 de diciembre de 2019,NA,NA
16,Fallecidos (acumulado),RM,3,37,Lunes 02 de diciembre de 2019,NA,NA
16,Fallecidos (acumulado),Regiones,3,37,Lunes 02 de diciembre de 2019,NA,NA
17,Atenciones de UrgenciaÚltimas24 hrs.,RM,13,36,Domingo 01 de diciembre de 2019,NA,NA
17,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,9,36,Domingo 01 de diciembre de 2019,NA,NA
17,Pacientes HospitalizadosÚltimas24 hrs.,RM,4,36,Domingo 01 de diciembre de 2019,NA,NA
17,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,4,36,Domingo 01 de diciembre de 2019,NA,NA
17,Pacientes Hospitalizados (actuales),RM,35,36,Domingo 01 de diciembre de 2019,NA,NA
17,Pacientes Hospitalizados (actuales),Regiones,39,36,Domingo 01 de diciembre de 2019,NA,NA
17,Riesgovital,RM,0,36,Domingo 01 de diciembre de 2019,NA,NA
17,Riesgovital,Regiones,0,36,Domingo 01 de diciembre de 2019,NA,NA
17,Fallecidos (acumulado),RM,3,36,Domingo 01 de diciembre de 2019,NA,NA
17,Fallecidos (acumulado),Regiones,3,36,Domingo 01 de diciembre de 2019,NA,NA
18,Atenciones de UrgenciaÚltimas24 hrs.,RM,37,35,Sábado 30 de noviembre de 2019,NA,NA
18,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,32,35,Sábado 30 de noviembre de 2019,NA,NA
18,Pacientes HospitalizadosÚltimas24 hrs.,RM,5,35,Sábado 30 de noviembre de 2019,NA,NA
18,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,4,35,Sábado 30 de noviembre de 2019,NA,NA
18,Pacientes Hospitalizados (actuales),RM,31,35,Sábado 30 de noviembre de 2019,NA,NA
18,Pacientes Hospitalizados (actuales),Regiones,41,35,Sábado 30 de noviembre de 2019,NA,NA
18,Riesgovital,RM,0,35,Sábado 30 de noviembre de 2019,NA,NA
